student_id,subject,it1_score,it2_score,final_score,roll_avg_w4,roll_avg_w8,roll_avg_w12,assignment_avg,score_trend,weighted_score
STU0062,Data Structures & Algorithms,100.0,90.8,98.4,100.0,100.0,0,100.0,0,96.9
STU0062,Statistics for AI,52.1,36.7,39.7,47.0,44.2,0,47.7,0,42.0
STU0063,Machine Learning,30.6,53.0,50.2,56.1,53.1,0,53.4,0,46.0
STU0063,Deep Learning,43.8,26.4,31.2,48.2,40.0,0,42.9,0,33.1
STU0063,Python for AI,93.0,90.9,87.3,100.0,100.0,0,100.0,0,89.6
STU0063,Data Structures & Algorithms,45.0,44.8,30.8,54.5,48.9,0,52.6,0,37.9
STU0063,Statistics for AI,44.6,32.0,47.7,50.1,47.6,0,49.8,0,43.0
STU0064,Machine Learning,20.7,24.4,30.5,31.8,34.7,0,31.9,0,26.5
STU0064,Deep Learning,22.9,24.5,30.5,31.1,40.6,0,36.6,0,27.1
STU0064,Python for AI,87.2,78.4,83.4,96.4,98.0,0,96.2,0,83.1
STU0064,Data Structures & Algorithms,66.0,61.4,60.3,74.9,75.3,0,72.7,0,62.0
STU0064,Statistics for AI,22.3,44.3,42.5,50.8,44.0,0,47.8,0,37.9
STU0065,Machine Learning,16.3,26.4,23.1,31.8,35.9,0,33.3,0,22.2
STU0065,Deep Learning,72.3,46.5,40.0,60.4,54.6,0,54.9,0,49.7
STU0065,Python for AI,41.5,58.1,50.2,63.3,55.5,0,56.8,0,50.0
STU0065,Data Structures & Algorithms,48.0,42.9,21.6,50.7,45.1,0,47.1,0,33.5
STU0065,Statistics for AI,70.4,73.1,60.2,85.0,81.3,0,81.0,0,66.0
STU0066,Machine Learning,49.9,47.6,53.3,54.2,68.3,0,61.8,0,51.0
STU0066,Deep Learning,73.3,90.4,78.3,93.9,89.2,0,90.4,0,80.1
STU0066,Python for AI,93.1,97.7,86.7,100.0,100.0,0,100.0,0,91.0
STU0066,Data Structures & Algorithms,86.9,84.7,68.4,91.9,83.3,0,89.4,0,77.1
STU0066,Statistics for AI,100.0,88.4,69.2,100.0,98.1,0,96.7,0,81.7
STU0067,Machine Learning,23.1,20.0,25.7,31.7,31.2,0,31.8,0,23.6
STU0067,Deep Learning,43.6,35.0,18.8,47.2,46.4,0,46.9,0,29.0
STU0067,Python for AI,35.6,60.5,34.4,44.6,54.0,0,52.2,0,41.2
STU0067,Data Structures & Algorithms,23.8,13.5,4.9,32.1,28.8,0,29.3,0,11.8
STU0067,Statistics for AI,59.3,58.2,55.4,77.5,73.0,0,73.9,0,57.1
STU0068,Machine Learning,35.8,31.7,22.1,39.8,38.0,0,38.0,0,27.9
STU0068,Deep Learning,14.3,21.7,10.4,30.8,22.9,0,26.4,0,14.2
STU0068,Python for AI,73.3,60.9,46.7,83.9,72.2,0,75.5,0,56.9
STU0068,Data Structures & Algorithms,15.8,20.4,27.1,32.3,32.2,0,30.7,0,22.6
STU0068,Statistics for AI,10.4,12.5,0.0,27.9,22.9,0,21.4,0,5.7
STU0069,Machine Learning,90.0,85.0,97.1,98.3,92.3,0,96.7,0,92.3
STU0069,Deep Learning,96.0,84.7,76.6,96.1,89.6,0,91.0,0,83.4
STU0069,Python for AI,100.0,83.8,85.5,91.4,87.1,0,88.2,0,88.7
STU0069,Data Structures & Algorithms,90.9,81.2,98.9,99.2,99.5,0,98.6,0,92.5
STU0069,Statistics for AI,78.9,70.0,52.3,86.3,80.5,0,79.5,0,63.4
STU0070,Machine Learning,55.0,63.3,36.1,60.3,60.6,0,62.1,0,47.6
STU0070,Deep Learning,47.5,44.2,46.7,67.9,67.3,0,66.8,0,46.3
STU0070,Python for AI,64.6,59.4,64.5,86.6,79.5,0,82.1,0,63.3
STU0070,Data Structures & Algorithms,73.8,78.3,81.7,75.8,77.5,0,77.6,0,78.9
STU0070,Statistics for AI,77.0,76.8,76.2,90.8,82.5,0,86.1,0,76.6
STU0071,Machine Learning,30.5,39.3,17.4,34.0,32.6,0,34.2,0,26.2
STU0071,Deep Learning,60.8,61.4,27.9,51.8,50.2,0,51.5,0,44.5
STU0071,Python for AI,61.0,69.5,69.6,70.6,64.0,0,67.5,0,67.4
STU0071,Data Structures & Algorithms,27.9,44.6,24.3,27.6,30.4,0,28.2,0,30.3
STU0071,Statistics for AI,55.8,62.6,66.9,60.8,66.1,0,65.5,0,63.1
STU0072,Machine Learning,9.1,0.0,0.0,17.1,14.5,0,11.7,0,2.3
STU0072,Deep Learning,40.3,49.5,41.2,40.7,40.7,0,42.6,0,43.0
STU0072,Python for AI,78.3,71.9,60.0,72.1,71.1,0,71.6,0,67.6
STU0072,Data Structures & Algorithms,73.7,35.7,48.3,64.8,52.7,0,60.9,0,51.5
STU0072,Statistics for AI,42.4,35.4,22.7,37.7,43.3,0,38.9,0,30.8
STU0073,Machine Learning,52.2,36.6,35.7,53.4,57.2,0,54.0,0,40.1
STU0073,Deep Learning,58.0,64.7,62.4,60.9,55.1,0,59.2,0,61.9
STU0073,Python for AI,53.4,40.5,46.0,55.6,53.5,0,55.6,0,46.5
STU0073,Data Structures & Algorithms,58.7,52.4,52.4,60.1,62.9,0,63.7,0,54.0
STU0073,Statistics for AI,71.0,50.6,47.5,59.1,61.4,0,60.7,0,54.2
STU0074,Machine Learning,42.1,40.0,43.6,56.1,48.6,0,55.4,0,42.4
STU0074,Deep Learning,25.8,23.6,59.8,48.4,36.1,0,49.5,0,42.2
STU0074,Python for AI,54.6,74.9,80.0,86.7,71.3,0,83.2,0,72.4
STU0074,Data Structures & Algorithms,67.3,73.2,91.0,83.9,75.1,0,86.0,0,80.6
STU0074,Statistics for AI,51.0,58.8,76.7,82.8,66.8,0,81.6,0,65.8
STU0075,Machine Learning,56.9,48.8,57.1,44.8,60.4,0,58.4,0,55.0
STU0075,Deep Learning,41.6,65.9,63.6,48.8,62.0,0,61.8,0,58.7
STU0075,Python for AI,26.5,55.3,39.8,34.9,46.0,0,44.5,0,40.4
STU0075,Data Structures & Algorithms,42.0,45.9,59.2,47.1,46.2,0,49.0,0,51.6
STU0075,Statistics for AI,20.2,56.7,83.1,38.7,61.6,0,58.9,0,60.7
STU0076,Machine Learning,42.8,32.1,42.6,54.6,47.9,0,50.7,0,40.0
STU0076,Deep Learning,59.1,50.1,74.8,62.8,58.1,0,62.4,0,64.7
STU0076,Python for AI,67.1,64.0,49.9,81.0,81.4,0,79.1,0,57.7
STU0076,Data Structures & Algorithms,42.6,52.7,39.0,60.0,63.2,0,60.3,0,43.3
STU0076,Statistics for AI,56.5,49.6,29.3,67.0,64.2,0,64.5,0,41.2
STU0077,Machine Learning,0.9,11.3,62.9,42.1,34.5,0,42.2,0,34.5
STU0077,Deep Learning,19.2,22.1,67.0,43.9,46.3,0,43.1,0,43.8
STU0077,Python for AI,82.6,70.0,100.0,100.0,96.4,0,98.8,0,88.2
STU0077,Data Structures & Algorithms,23.6,52.5,76.0,59.4,54.7,0,60.3,0,57.1
STU0077,Statistics for AI,68.7,72.1,100.0,98.6,99.5,0,99.4,0,85.2
STU0078,Machine Learning,16.1,21.3,41.3,28.9,32.3,0,29.7,0,30.0
STU0078,Deep Learning,2.2,16.6,51.8,44.0,44.4,0,43.3,0,30.6
STU0078,Python for AI,60.1,78.8,100.0,89.8,89.5,0,90.8,0,84.7
STU0078,Data Structures & Algorithms,73.8,48.6,85.6,81.1,63.2,0,74.8,0,73.4
STU0078,Statistics for AI,13.5,7.0,65.5,38.8,32.7,0,36.3,0,37.9
STU0079,Machine Learning,34.2,32.9,36.0,26.8,36.8,0,35.9,0,34.8
STU0079,Deep Learning,29.0,37.3,44.7,34.4,40.2,0,40.8,0,38.9
STU0079,Python for AI,25.3,31.6,21.5,26.9,29.4,0,29.1,0,25.0
STU0079,Data Structures & Algorithms,48.1,33.9,41.1,43.9,45.3,0,48.4,0,41.1
STU0079,Statistics for AI,26.4,20.2,3.8,18.3,27.6,0,25.1,0,13.6
STU0080,Machine Learning,18.3,10.3,18.5,21.3,23.9,0,21.8,0,16.4
STU0080,Deep Learning,44.8,38.8,46.6,39.7,40.8,0,44.9,0,44.2
STU0080,Python for AI,28.1,40.2,37.2,37.8,42.7,0,42.3,0,35.7
STU0080,Data Structures & Algorithms,33.9,39.8,25.5,40.5,37.0,0,38.9,0,31.2
STU0080,Statistics for AI,18.0,13.4,17.3,20.1,16.7,0,17.3,0,16.5
STU0081,Machine Learning,35.7,31.8,24.5,33.5,29.6,0,31.0,0,29.1
STU0081,Deep Learning,57.0,50.3,44.3,56.8,55.5,0,53.9,0,49.0
STU0081,Python for AI,50.6,32.6,68.2,59.0,41.0,0,52.2,0,54.9
STU0081,Data Structures & Algorithms,20.8,22.2,18.3,35.8,33.0,0,31.8,0,19.9
STU0081,Statistics for AI,61.2,89.8,55.2,68.2,73.6,0,71.9,0,65.3
STU0082,Machine Learning,30.7,46.5,40.8,53.4,55.9,0,58.1,0,39.7
STU0082,Deep Learning,97.7,96.5,97.4,100.0,100.0,0,100.0,0,97.3
STU0082,Python for AI,84.4,88.4,94.3,82.3,90.6,0,90.2,0,90.3
STU0082,Data Structures & Algorithms,58.5,70.5,50.7,65.4,70.7,0,68.4,0,57.6
STU0082,Statistics for AI,52.9,61.8,48.8,56.2,57.6,0,59.7,0,53.1
STU0083,Machine Learning,15.5,10.5,29.2,33.4,30.8,0,34.1,0,21.1
STU0083,Deep Learning,73.7,58.3,60.6,68.4,60.0,0,61.2,0,63.3
STU0083,Python for AI,36.9,32.8,29.9,50.6,33.2,0,44.8,0,32.4
STU0083,Data Structures & Algorithms,42.4,36.1,30.6,40.6,42.1,0,42.0,0,34.9
STU0083,Statistics for AI,33.6,49.7,32.4,52.5,53.2,0,49.7,0,37.0
STU0084,Machine Learning,5.1,0.0,51.1,31.3,18.1,0,27.6,0,26.8
STU0084,Deep Learning,0.0,0.0,17.0,17.4,8.7,0,12.6,0,8.5
STU0084,Python for AI,0.0,19.5,71.3,31.3,30.5,0,29.9,0,40.5
STU0084,Data Structures & Algorithms,12.7,2.8,46.1,38.5,44.3,0,40.9,0,26.9
STU0084,Statistics for AI,31.7,33.6,90.8,45.3,56.0,0,51.1,0,61.7
STU0085,Machine Learning,67.5,72.1,58.6,76.9,76.4,0,75.7,0,64.2
STU0085,Deep Learning,44.6,31.1,27.3,45.7,41.2,0,40.2,0,32.6
STU0085,Python for AI,79.9,83.2,77.6,99.4,96.5,0,97.7,0,79.6
STU0085,Data Structures & Algorithms,55.9,83.8,93.0,78.6,74.9,0,78.9,0,81.4
STU0085,Statistics for AI,48.6,56.3,38.4,56.2,63.7,0,58.0,0,45.4
STU0086,Machine Learning,44.7,37.5,42.2,51.5,46.2,0,47.8,0,41.7
STU0086,Deep Learning,90.9,66.4,72.8,89.7,86.0,0,86.8,0,75.7
STU0086,Python for AI,53.5,54.9,55.2,66.7,65.5,0,63.4,0,54.7
STU0086,Data Structures & Algorithms,60.0,49.6,41.5,43.8,50.7,0,47.4,0,48.1
STU0086,Statistics for AI,48.5,65.9,58.2,70.2,69.8,0,70.6,0,57.7
STU0087,Machine Learning,46.2,36.7,34.6,56.3,53.7,0,53.6,0,38.0
STU0087,Deep Learning,49.1,42.4,46.4,50.0,40.9,0,46.8,0,46.1
STU0087,Python for AI,48.5,58.6,61.7,70.6,73.7,0,71.9,0,57.7
STU0087,Data Structures & Algorithms,59.6,78.0,81.7,82.7,86.9,0,85.0,0,75.3
STU0087,Statistics for AI,38.4,16.7,25.3,42.8,43.2,0,42.0,0,26.4
STU0088,Machine Learning,71.8,70.2,68.6,75.4,68.7,0,69.8,0,69.8
STU0088,Deep Learning,31.4,28.5,41.0,40.3,35.4,0,38.5,0,35.5
STU0088,Python for AI,81.9,100.0,79.5,96.0,100.0,0,96.7,0,85.2
STU0088,Data Structures & Algorithms,92.5,90.4,100.0,100.0,97.3,0,98.8,0,95.7
STU0088,Statistics for AI,58.1,77.8,46.6,72.3,76.9,0,72.3,0,57.3
STU0089,Machine Learning,10.3,16.1,25.3,20.4,27.4,0,27.5,0,19.2
STU0089,Deep Learning,67.1,68.5,79.7,64.0,66.7,0,67.5,0,73.8
STU0089,Python for AI,49.6,41.0,52.1,52.6,38.0,0,44.5,0,48.7
STU0089,Data Structures & Algorithms,25.0,38.4,15.4,38.0,36.9,0,34.4,0,23.5
STU0089,Statistics for AI,50.5,65.0,40.4,64.1,62.8,0,61.3,0,49.1
STU0090,Machine Learning,22.7,19.4,39.4,35.0,33.9,0,36.6,0,30.2
STU0090,Deep Learning,88.0,82.7,92.8,88.4,90.4,0,91.4,0,89.1
STU0090,Python for AI,63.0,56.4,27.2,50.3,55.2,0,51.6,0,43.4
STU0090,Data Structures & Algorithms,26.3,30.8,25.4,41.4,43.0,0,42.2,0,27.0
STU0090,Statistics for AI,74.3,80.5,54.3,84.1,84.1,0,85.4,0,65.8
STU0091,Machine Learning,38.7,28.1,33.3,35.1,39.7,0,37.2,0,33.4
STU0091,Deep Learning,82.7,58.0,49.1,61.9,66.2,0,63.2,0,59.7
STU0091,Python for AI,63.2,68.3,75.9,72.8,76.7,0,76.5,0,70.8
STU0091,Data Structures & Algorithms,50.9,65.6,64.3,70.1,59.9,0,67.2,0,61.3
STU0091,Statistics for AI,63.2,65.2,65.1,62.2,59.6,0,60.1,0,64.7
STU0092,Machine Learning,36.6,45.1,50.9,36.1,49.2,0,49.3,0,45.9
STU0092,Deep Learning,25.9,57.5,44.3,35.9,46.7,0,46.2,0,43.0
STU0092,Python for AI,31.9,60.3,48.2,47.8,56.1,0,53.6,0,47.2
STU0092,Data Structures & Algorithms,39.6,32.7,45.4,42.5,43.6,0,46.6,0,40.8
STU0092,Statistics for AI,41.8,59.1,74.5,60.7,59.0,0,63.0,0,62.5
STU0093,Machine Learning,44.3,37.7,24.3,52.4,50.5,0,47.9,0,32.6
STU0093,Deep Learning,26.6,21.2,27.8,33.3,22.1,0,27.0,0,25.9
STU0093,Python for AI,31.4,25.8,25.6,36.6,37.1,0,36.2,0,27.1
STU0093,Data Structures & Algorithms,18.2,28.2,33.8,32.2,27.1,0,32.5,0,28.5
STU0093,Statistics for AI,51.5,64.4,38.9,62.7,62.7,0,61.4,0,48.4
STU0094,Machine Learning,26.8,45.5,42.7,46.4,45.5,0,44.8,0,39.4
STU0094,Deep Learning,84.9,87.5,62.9,91.6,92.5,0,89.8,0,74.6
STU0094,Python for AI,100.0,89.9,96.5,95.4,96.5,0,96.7,0,95.7
STU0094,Data Structures & Algorithms,90.7,88.6,88.3,98.8,97.9,0,97.7,0,89.0
STU0094,Statistics for AI,39.8,49.2,32.1,63.8,53.4,0,59.9,0,38.3
STU0095,Machine Learning,31.1,38.8,64.6,65.1,59.0,0,64.5,0,49.8
STU0095,Deep Learning,30.9,14.7,46.3,34.6,26.5,0,32.4,0,34.5
STU0095,Python for AI,32.2,45.9,73.1,42.2,48.8,0,45.9,0,56.1
STU0095,Data Structures & Algorithms,51.0,54.7,100.0,74.5,77.8,0,78.0,0,76.4
STU0095,Statistics for AI,46.9,45.6,88.5,84.2,72.1,0,79.8,0,67.4
STU0096,Machine Learning,51.0,69.7,59.7,66.7,69.4,0,66.4,0,60.0
STU0096,Deep Learning,92.8,79.4,62.8,84.2,79.7,0,82.4,0,74.5
STU0096,Python for AI,87.1,100.0,90.4,100.0,100.0,0,100.0,0,92.0
STU0096,Data Structures & Algorithms,60.6,70.8,73.7,77.7,81.6,0,81.3,0,69.7
STU0096,Statistics for AI,33.4,24.6,21.0,35.5,36.9,0,36.6,0,25.0
STU0097,Machine Learning,45.9,46.8,11.1,41.7,37.3,0,37.4,0,28.7
STU0097,Deep Learning,63.4,36.7,12.0,46.1,47.9,0,47.7,0,31.0
STU0097,Python for AI,49.5,47.1,7.9,38.4,45.9,0,40.2,0,28.1
STU0097,Data Structures & Algorithms,40.0,26.4,13.9,33.9,36.9,0,35.3,0,23.5
STU0097,Statistics for AI,47.1,37.3,0.0,40.6,33.9,0,37.8,0,21.1
STU0098,Machine Learning,36.3,27.1,26.6,36.5,40.2,0,38.2,0,29.1
STU0098,Deep Learning,24.4,37.6,34.4,42.4,51.3,0,45.4,0,32.7
STU0098,Python for AI,74.4,58.7,47.2,75.4,66.0,0,71.6,0,56.9
STU0098,Data Structures & Algorithms,42.5,37.7,28.4,53.7,44.8,0,51.1,0,34.3
STU0098,Statistics for AI,58.0,65.6,57.6,72.1,75.0,0,71.1,0,59.7
STU0099,Machine Learning,34.5,38.4,32.9,43.3,43.9,0,43.3,0,34.7
STU0099,Deep Learning,23.4,10.1,27.0,29.1,25.5,0,26.7,0,21.9
STU0099,Python for AI,41.9,46.9,47.8,45.6,48.4,0,46.0,0,46.1
STU0099,Data Structures & Algorithms,57.4,88.1,60.7,63.8,77.9,0,70.4,0,66.7
STU0099,Statistics for AI,56.5,44.8,26.0,59.8,56.1,0,58.1,0,38.3
STU0100,Machine Learning,33.6,37.4,18.9,35.8,35.7,0,31.8,0,27.2
STU0100,Deep Learning,23.2,22.6,16.3,27.8,28.3,0,29.4,0,19.6
STU0100,Python for AI,77.8,89.2,97.0,77.3,83.3,0,83.0,0,90.3
STU0100,Data Structures & Algorithms,63.9,37.3,58.5,50.5,47.6,0,49.5,0,54.6
STU0100,Statistics for AI,64.0,70.9,72.8,73.4,78.3,0,75.8,0,70.1
STU0101,Machine Learning,47.5,40.1,53.1,50.5,49.6,0,49.3,0,48.4
STU0101,Deep Learning,90.3,98.5,95.1,96.3,99.1,0,98.2,0,94.7
STU0101,Python for AI,98.9,86.7,89.6,94.8,97.5,0,95.6,0,91.2
STU0101,Data Structures & Algorithms,97.2,90.1,83.3,100.0,100.0,0,99.7,0,88.5
STU0101,Statistics for AI,99.4,82.1,87.9,100.0,100.0,0,100.0,0,89.3
STU0102,Machine Learning,59.7,32.9,81.2,66.5,58.4,0,62.2,0,63.7
STU0102,Deep Learning,12.2,43.3,78.3,58.4,61.2,0,58.9,0,53.0
STU0102,Python for AI,29.7,25.3,65.0,43.9,45.8,0,44.9,0,46.3
STU0102,Data Structures & Algorithms,21.2,20.7,64.5,38.8,38.1,0,38.5,0,42.8
STU0102,Statistics for AI,33.0,27.2,86.9,65.3,53.6,0,59.6,0,58.5
STU0103,Machine Learning,81.5,77.0,96.4,98.7,91.8,0,96.8,0,87.8
STU0103,Deep Learning,33.2,34.1,47.3,49.8,33.1,0,46.0,0,40.5
STU0103,Python for AI,33.5,37.0,21.9,44.8,38.6,0,41.9,0,28.6
STU0103,Data Structures & Algorithms,38.1,54.0,65.5,64.4,49.5,0,65.7,0,55.7
STU0103,Statistics for AI,75.3,49.1,67.6,67.8,50.3,0,66.0,0,64.9
STU0104,Machine Learning,66.9,70.7,50.2,65.9,68.0,0,68.3,0,59.5
STU0104,Deep Learning,38.1,46.8,65.5,41.3,44.4,0,44.7,0,54.0
STU0104,Python for AI,80.9,100.0,92.8,99.8,100.0,0,99.9,0,91.6
STU0104,Data Structures & Algorithms,33.7,57.3,57.9,48.6,57.0,0,53.1,0,51.7
STU0104,Statistics for AI,21.3,32.2,49.9,30.4,41.0,0,38.6,0,38.3
STU0105,Machine Learning,56.0,47.0,60.0,44.4,41.6,0,43.9,0,55.8
STU0105,Deep Learning,67.6,72.2,58.9,65.2,62.1,0,61.7,0,64.4
STU0105,Python for AI,73.0,89.9,97.7,83.6,83.5,0,86.0,0,89.6
STU0105,Data Structures & Algorithms,17.3,14.1,0.0,20.3,23.8,0,21.7,0,7.9
STU0105,Statistics for AI,54.5,30.3,38.0,50.4,53.7,0,52.5,0,40.2
STU0106,Machine Learning,44.4,59.0,57.4,57.2,61.3,0,59.2,0,54.6
STU0106,Deep Learning,82.6,87.5,92.4,85.6,81.0,0,85.6,0,88.8
STU0106,Python for AI,37.4,48.6,58.4,53.7,44.8,0,49.8,0,50.7
STU0106,Data Structures & Algorithms,44.1,20.3,48.7,48.9,42.7,0,46.2,0,40.4
STU0106,Statistics for AI,78.4,90.0,91.9,84.7,92.0,0,90.8,0,88.1
STU0107,Machine Learning,62.8,67.1,72.3,68.3,64.8,0,72.2,0,68.6
STU0107,Deep Learning,37.7,55.1,49.7,62.2,58.9,0,61.2,0,48.0
STU0107,Python for AI,38.9,34.2,50.5,45.0,32.2,0,39.7,0,43.5
STU0107,Data Structures & Algorithms,45.6,76.1,81.3,74.9,64.2,0,73.0,0,71.1
STU0107,Statistics for AI,58.8,73.1,85.6,74.0,71.3,0,81.4,0,75.8
STU0108,Machine Learning,81.8,66.6,49.8,63.6,65.8,0,65.8,0,62.0
STU0108,Deep Learning,80.8,83.3,83.7,86.4,96.7,0,91.6,0,82.9
STU0108,Python for AI,88.2,88.7,84.3,100.0,100.0,0,100.0,0,86.3
STU0108,Data Structures & Algorithms,45.7,80.8,45.7,70.1,68.2,0,68.2,0,54.5
STU0108,Statistics for AI,72.7,69.1,56.2,79.2,68.5,0,71.0,0,63.5
STU0109,Machine Learning,46.6,12.7,14.0,38.7,39.6,0,39.4,0,21.8
STU0109,Deep Learning,78.5,80.0,62.2,87.4,79.3,0,79.5,0,70.7
STU0109,Python for AI,81.5,83.3,73.2,92.7,85.7,0,86.2,0,77.8
STU0109,Data Structures & Algorithms,55.4,58.6,58.1,69.6,55.8,0,61.6,0,57.5
STU0109,Statistics for AI,56.5,37.5,26.9,56.7,56.0,0,53.2,0,36.9
STU0110,Machine Learning,24.5,13.1,27.4,36.6,34.9,0,36.0,0,23.1
STU0110,Deep Learning,27.4,8.6,13.3,23.2,16.2,0,18.6,0,15.7
STU0110,Python for AI,45.6,14.0,26.9,41.3,26.6,0,33.4,0,28.3
STU0110,Data Structures & Algorithms,25.7,28.4,1.0,27.3,25.0,0,26.7,0,14.0
STU0110,Statistics for AI,22.8,26.6,26.3,32.2,30.3,0,30.0,0,25.5
STU0111,Machine Learning,85.2,91.3,99.3,84.4,88.1,0,88.6,0,93.8
STU0111,Deep Learning,26.3,19.0,48.1,35.8,30.4,0,37.3,0,35.4
STU0111,Python for AI,60.6,79.5,75.4,57.4,63.5,0,65.2,0,72.7
STU0111,Data Structures & Algorithms,31.4,56.5,28.5,48.1,38.4,0,45.9,0,36.3
STU0111,Statistics for AI,49.2,36.8,49.4,46.3,49.5,0,52.3,0,46.2
STU0112,Machine Learning,0.0,17.1,53.3,27.2,29.4,0,27.0,0,30.9
STU0112,Deep Learning,75.4,68.8,100.0,97.8,97.5,0,98.4,0,86.0
STU0112,Python for AI,17.7,15.2,79.5,52.5,44.5,0,47.3,0,48.0
STU0112,Data Structures & Algorithms,36.0,44.0,98.2,73.4,65.8,0,68.9,0,69.1
STU0112,Statistics for AI,43.1,65.9,63.0,63.6,64.2,0,63.5,0,58.7
STU0113,Machine Learning,66.7,48.5,56.4,76.5,72.8,0,73.9,0,57.0
STU0113,Deep Learning,50.5,66.3,43.7,71.5,69.3,0,71.2,0,51.1
STU0113,Python for AI,31.8,41.0,42.1,39.7,35.1,0,39.3,0,39.2
STU0113,Data Structures & Algorithms,60.4,54.9,56.3,69.7,70.2,0,68.3,0,57.0
STU0113,Statistics for AI,95.5,78.5,100.0,100.0,100.0,0,100.0,0,93.5
STU0114,Machine Learning,100.0,89.3,80.0,98.2,94.2,0,93.1,0,87.3
STU0114,Deep Learning,41.6,44.7,48.5,46.2,55.6,0,53.9,0,45.8
STU0114,Python for AI,51.6,16.6,59.6,55.3,44.6,0,52.4,0,46.8
STU0114,Data Structures & Algorithms,86.9,86.4,81.9,94.7,90.7,0,92.6,0,84.3
STU0114,Statistics for AI,94.7,91.7,91.8,100.0,100.0,0,99.0,0,92.5
STU0115,Machine Learning,90.5,84.0,84.8,90.0,91.5,0,89.4,0,86.0
STU0115,Deep Learning,56.6,72.4,68.8,87.1,77.7,0,78.9,0,66.6
STU0115,Python for AI,78.4,79.7,99.5,100.0,98.1,0,98.7,0,89.3
STU0115,Data Structures & Algorithms,92.0,81.8,91.5,100.0,99.8,0,99.6,0,89.2
STU0115,Statistics for AI,51.0,69.7,46.9,67.1,58.8,0,59.4,0,53.6
STU0116,Machine Learning,37.8,41.2,44.5,47.2,52.1,0,48.0,0,42.0
STU0116,Deep Learning,28.1,31.4,21.8,31.7,28.0,0,25.8,0,25.8
STU0116,Python for AI,34.2,31.5,18.6,46.3,38.7,0,40.6,0,25.7
STU0116,Data Structures & Algorithms,43.1,59.3,23.2,53.1,55.0,0,52.3,0,37.2
STU0116,Statistics for AI,49.3,45.7,18.6,42.7,53.0,0,47.4,0,33.0
STU0117,Machine Learning,54.0,62.9,56.3,66.7,62.7,0,63.8,0,57.4
STU0117,Deep Learning,31.0,47.2,35.2,34.7,33.9,0,36.5,0,37.2
STU0117,Python for AI,75.5,60.6,59.7,60.3,71.4,0,65.9,0,63.9
STU0117,Data Structures & Algorithms,13.2,31.1,14.4,17.5,15.5,0,16.4,0,18.3
STU0117,Statistics for AI,22.0,33.2,25.8,34.8,39.2,0,37.0,0,26.7
STU0118,Machine Learning,56.2,38.8,29.3,46.8,47.8,0,48.0,0,38.4
STU0118,Deep Learning,79.5,90.9,85.7,100.0,100.0,0,100.0,0,85.5
STU0118,Python for AI,50.3,53.3,45.6,58.3,62.1,0,63.5,0,48.7
STU0118,Data Structures & Algorithms,76.1,86.5,85.6,81.7,91.3,0,88.4,0,83.4
STU0118,Statistics for AI,98.0,88.3,81.9,98.6,100.0,0,99.1,0,87.5
STU0119,Machine Learning,100.0,92.0,54.8,100.0,100.0,0,100.0,0,75.4
STU0119,Deep Learning,82.1,53.9,31.8,75.7,67.3,0,73.4,0,49.9
STU0119,Python for AI,100.0,93.5,49.6,100.0,98.7,0,99.1,0,73.2
STU0119,Data Structures & Algorithms,56.1,64.0,13.7,58.0,62.3,0,60.9,0,36.9
STU0119,Statistics for AI,44.9,30.0,3.3,39.1,43.0,0,40.6,0,20.4
STU0120,Machine Learning,32.6,11.6,22.4,26.9,27.8,0,27.5,0,22.2
STU0120,Deep Learning,65.2,76.8,68.4,89.3,88.9,0,88.4,0,69.7
STU0120,Python for AI,69.6,50.5,57.0,73.1,62.6,0,69.7,0,58.5
STU0120,Data Structures & Algorithms,73.3,33.0,46.5,50.7,48.8,0,52.4,0,49.8
STU0120,Statistics for AI,53.0,56.3,56.9,72.7,65.6,0,67.6,0,55.8
STU0121,Machine Learning,0.0,24.9,3.7,12.2,15.3,0,15.5,0,8.1
STU0121,Deep Learning,8.0,16.7,16.7,28.6,31.2,0,30.3,0,14.5
STU0121,Python for AI,18.3,19.3,20.5,36.6,31.2,0,31.4,0,19.7
STU0121,Data Structures & Algorithms,0.0,10.9,42.9,26.3,21.7,0,26.3,0,24.2
STU0121,Statistics for AI,53.5,12.0,27.8,52.0,48.7,0,47.6,0,30.3
STU0122,Machine Learning,63.6,69.0,64.3,64.3,60.2,0,66.0,0,65.3
STU0122,Deep Learning,39.4,34.9,65.8,33.4,43.7,0,40.1,0,51.5
STU0122,Python for AI,65.8,77.4,66.4,78.0,77.1,0,78.3,0,69.0
STU0122,Data Structures & Algorithms,42.6,50.8,52.3,49.5,45.2,0,50.2,0,49.5
STU0122,Statistics for AI,76.6,65.0,64.4,79.1,83.0,0,80.5,0,67.6
STU0123,Machine Learning,30.9,52.3,53.8,31.3,51.7,0,44.6,0,47.7
STU0123,Deep Learning,48.0,74.8,66.0,66.2,75.6,0,72.6,0,63.7
STU0123,Python for AI,15.2,65.8,36.1,33.5,56.3,0,45.5,0,38.3
STU0123,Data Structures & Algorithms,36.9,47.9,52.8,42.8,47.9,0,47.0,0,47.6
STU0123,Statistics for AI,29.4,29.4,35.7,33.3,35.5,0,37.9,0,32.6
STU0124,Machine Learning,12.9,34.4,51.1,39.2,38.4,0,37.3,0,37.4
STU0124,Deep Learning,0.0,0.0,52.7,26.7,26.3,0,28.6,0,26.4
